,School_ID,State,Year,Subject,isbn,title,authors,published,rating,score,description
1110,27,ACT,12,ENGLISH,9780007548675,About Grace,['Anthony Doerr'],2015-10-06,18.0,4.0,"Includes a preview from the author's ""All the light we cannot see."""
1111,27,ACT,12,ENGLISH,9780375725845,Perfume,['Patrick Süskind'],2001,163.0,3.5,"An odorless baby found orphaned in a Paris gutter in 1738 grows to become a monster obsessed with his perfect sense of smell and a desire to capture, by any means, the ultimate scent that will make him human. Reader's Guide available. Reprint. 20,000 first printing."
1112,27,ACT,12,ENGLISH,9780099594024,Hag-Seed,['Margaret Atwood'],2016-10-06,108.0,4.0,"The 'riotous, insanely readable' (Observer) retelling of The Tempest from the 2019 Booker Prize-winning author of THE TESTAMENTS. ‘Riotous, insanely readable and just the best fun...'Observer Felix is at the top of his game as Artistic Director of the Makeshiweg Theatre Festival. His productions have amazed and confounded. Now he’s staging a Tempest like no other. It will boost his reputation. It will heal emotional wounds. Or that was the plan. Instead, after an act of unforeseen treachery, Felix is living in exile in a backwoods hovel, haunted by memories of his beloved lost daughter, Miranda. Also brewing revenge. After twelve years, revenge finally arrives in the shape of a theatre course at a nearby prison. Here, Felix and his inmate actors will put on his Tempest and snare the traitors who destroyed him. It’s magic! But will it remake Felix as his enemies fall? **LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2017**"
1113,27,ACT,12,ENGLISH,9780099594024,Hag-Seed,['Margaret Atwood'],2016-10-06,108.0,4.0,"The 'riotous, insanely readable' (Observer) retelling of The Tempest from the 2019 Booker Prize-winning author of THE TESTAMENTS. ‘Riotous, insanely readable and just the best fun...'Observer Felix is at the top of his game as Artistic Director of the Makeshiweg Theatre Festival. His productions have amazed and confounded. Now he’s staging a Tempest like no other. It will boost his reputation. It will heal emotional wounds. Or that was the plan. Instead, after an act of unforeseen treachery, Felix is living in exile in a backwoods hovel, haunted by memories of his beloved lost daughter, Miranda. Also brewing revenge. After twelve years, revenge finally arrives in the shape of a theatre course at a nearby prison. Here, Felix and his inmate actors will put on his Tempest and snare the traitors who destroyed him. It’s magic! But will it remake Felix as his enemies fall? **LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2017**"
1114,27,ACT,12,ENGLISH,9780099594024,Hag-Seed,['Margaret Atwood'],2016-10-06,108.0,4.0,"The 'riotous, insanely readable' (Observer) retelling of The Tempest from the 2019 Booker Prize-winning author of THE TESTAMENTS. ‘Riotous, insanely readable and just the best fun...'Observer Felix is at the top of his game as Artistic Director of the Makeshiweg Theatre Festival. His productions have amazed and confounded. Now he’s staging a Tempest like no other. It will boost his reputation. It will heal emotional wounds. Or that was the plan. Instead, after an act of unforeseen treachery, Felix is living in exile in a backwoods hovel, haunted by memories of his beloved lost daughter, Miranda. Also brewing revenge. After twelve years, revenge finally arrives in the shape of a theatre course at a nearby prison. Here, Felix and his inmate actors will put on his Tempest and snare the traitors who destroyed him. It’s magic! But will it remake Felix as his enemies fall? **LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2017**"
1115,27,ACT,12,ENGLISH,9780140623673,Lost in New York,['John Escott'],2019-02-01,0.0,0.0,
1116,21,NSW,12,DRAMA,9780573130137,Top Girls,['Caryl Churchill'],2013-12-30,1.0,4.0,"Marlene hosts a dinner party in a London restaurant to celebrate her promotion to managing director of 'Top Girls' employment agency. Her guests are five women from the past: Isabella Bird (1831- 1904) - the adventurous traveller; Lady Nijo (b1258) - the mediaeval courtesan who became a Buddhist nun and travelled on foot through Japan; Dull Gret, who as Dulle Griet in a Bruegel painting, led a crowd of women on a charge through hell; Pope Joan - the transvestite early female pope and last but not least Patient Griselda, an obedient wife out of Chaucer's Canterbury Tales. As the evening continues we are involved with the stories of all five women and the impending crisis in Marlene's own life. A classic of contemporary theatre, Churchill's play is seen as a landmark for a new generation of playwrights. It was premiered by the Royal Court in 1982. ""Top Girls has a combination of directness and complexity which keeps you both emotionally and intellectually alert. You can smell life, and at the same time feel locked in an argument with an agile and passionate mind."" (John Peter, Sunday Times)"
1117,23,NSW,12,ENGLISH,9780571229116,Edexcel AS/A Level Drama Study Guide 2016,"['Rhianna Elsden', 'Alicia pope', 'David Porter']",2016-09-09,0.0,0.0,
1118,38,NSW,12,ENGLISH,9780571229116,Edexcel AS/A Level Drama Study Guide 2016,"['Rhianna Elsden', 'Alicia pope', 'David Porter']",2016-09-09,0.0,0.0,
1119,12,WA,12,ENGLISH LITERARY STUDIES,9780143569725,Cloudstreet,['Tim Winton'],2015-01-01,27.0,4.0,"""A generous watery epic...Winton is just one of the best."" --Independent Cloudstreet -- a broken-down house of former glories on the wrong side of the tracks, a place teeming with memoires of its own, a place of shudders and shadows and spirits. From separate catastrophes, two families flee to the city and find themselves sharing this great sighing structure and beginning their lives again from scratch. Together they roister and rankle in a house that begins as a roof over their heads and becomes a home for their hearts. In this fresh, funny novel, full of wonder and dreams, Tim Winton weaves the threads of lifetimes, of twenty years of shouting and fighting, laughing and grafting, into a story about acceptance and belonging."
1120,20,NSW,12,ENGLISH,9780571057061,Work. Love. Body.,"['Jamila Rizvi', 'Helen McCabe']",2021-09-15,0.0,0.0,"In 2020, the lives of Australian women changed irrevocably. With insight, intelligence and empathy, Jane Gilmore, Santilla Chingaipe and Emily J. Brooks explore this through the lenses of work, love and body, and ask: Will the Australia of tomorrow be more equal than the one we were born into? Or will women and girls remain left behind? While our country was shrouded in smoke in the early months of 2020, Australian women went about their daily business. They worked, studied, cleaned, did school runs, made meals. And they postponed looking after themselves because life got in the way. Then, in March, Australians were told to lock down. For all the talk of equality, it was primarily women who held the health of our communities in their hands as they took on the essential jobs to care, to nurse and to teach, despite an invisible danger. One year later, women across the country would march on behalf of those who were not safe in workplaces and their own homes. Never before has change been thrust so abruptly on modern Australian women - 2020 impacted our working lives, relationships and our health and wellbeing. And as a growing number of women agitate for change, it is time to demand what women want. So where do we go from here? One thing is very clear: the future is now, and it is female."
1121,23,NSW,12,DRAMA,9780413765000,The Lieutenant of Inishmore,['Martin McDonagh'],2014-09-22,4.0,5.0,"'There's more than one way to skin a theatrical cat; and McDonagh's chosen weapons are laughter and gore... Pushing theatre to its limits, McDonagh is making a serious point... a work as subversive as those Synge and O'Casey plays that sparked Dublin riots in the last century' Guardian 'A brave satire... Swiftianly savage and parodic... with explicit brutal actino and lines which sing with grace and wit' Observer Who knocked Mad Padraic's cat over on a lonely road on the island of Inishmore and was it an accident? He'll want to know when he gets back from a stint of torture and chip-shop bombing in Northern Ireland: he loves his cat more than life itself. The Lieutenant of Inishmore is a brilliant satire on terrorism, a powerful corrective to the beautification of violence in contemporary culture, and a hilarious farce. It premiered at the RSC's The Other Place, Stratford-upon-Avon, in May 2001. Commentary and notes by Patrick Lonergan"
1122,38,NSW,12,ENGLISH,9780143785996,The Boy Behind the Curtain,['Tim Winton'],2016-10-03,4.0,4.5,"In Tim Winton's fiction, chaos waits in the wings and ordinary people are ambushed by events and emotions beyond their control. Winton's own life has also been shaped by havoc. The extraordinarily powerful true stories that make up The Boy Behind the Curtain take us behind the scenes, revealing the accidents, both serendipitous and traumatic, that have influenced his view of life and fuelled his distinctive artistic vision. They show the unexpected links between car crashes and religious faith, between surfing and writing, and how going to the wrong movie at the age of eight opened him up to a life of the imagination. And in writing about class, fundamentalism, asylum seekers, guns and the natural world, he presents not only the concerns that have made him the much-loved writer he is, but some of what unites the life and the work. By turns impassioned, funny, joyous, astonishing, this is Winton's most personal book to date, an insight into the man who's held us enthralled for three decades and helped us reshape our view of ourselves. Behind it all, from risk-taking youth to surprise-averse middle age, has been the crazy punt of staking everything on becoming a writer. 'Both brutally honest and entertaining, The Boy Behind the Curtain is a powerful excavation of those charged moments that make up a life - joyous, traumatic and transformational. All the markers of Winton's fiction are here: the dark realism, the unflinching eye, the humour and the connection with place . . . An inspirational read.' readings.com.au 'A dazzling book, full of wisdom and wonder . . . with a staggering, effortless sense of drama wherever you pick it up . . . No one is better than Tim Winton at giving dramatic substance to the interface between art and life . . . This is a rich and brilliant book.' Peter Craven, Australian Book Review 'The Boy Behind the Curtain roots you to the spot, forces you to ask questions - about yourself, about the way we live. Sinewy and lyrical by turns, Winton's is an authentic Australian voice to trumpet to a world audience.' Morag Fraser, Australian Book Review 'He makes complex art seem simple . . . A body of nonfiction work that is (unsurprisingly) beautiful and brilliant and provocative, and (surprisingly) revealing . . . It is this sight of the sacred in the ordinary that probably accounts for some part of why Winton's writing recedes from his imitators' reach.' Malcolm Knox, Sydney Morning Herald 'That Winton's nonfiction is as lyrical as his fiction goes without saying.' The Guardian (Australia) 'A contemplative book . . . You also reach its end with a particular sense of how this particular man experiences life - metaphorically, philosophically. How he carries things; how he feels them . . . He acknowledges wonder. He acknowledges unknowns. He pays attention . . . A rich book.' Weekend Australian 'Tim Winton's 28th book proves the much-loved Australian writer just gets better with age.' Woman's Day"
1123,27,ACT,11,ENGLISH,9780679746690,Running in the Family,['Michael Ondaatje'],1982,17.0,4.0,"An autobiographical journey of discovery gathers together fragments of memory, experience, and family history in order to understand the meaning of his parents' legacy and his own heritage"
1124,27,ACT,11,ENGLISH,9780679746690,Running in the Family,['Michael Ondaatje'],1982,17.0,4.0,"An autobiographical journey of discovery gathers together fragments of memory, experience, and family history in order to understand the meaning of his parents' legacy and his own heritage"
1125,27,ACT,12,DRAMA,9780868190389,The Removalists,['David Williamson'],1980,1.0,4.0,The removalists.
1126,27,ACT,12,DRAMA,9780868190075,Norm and Ahmed,['Alexander Buzo'],1979,0.0,0.0,"Contains three previously published plays - 'Norm and Ahmed' (1969), 'Rooted' (1973) and 'The Roy Murphy Show' (1973), all of which reflect the new style of Australian playwriting of which the highly acclaimed author was a pioneer. The title play is considered a minor classic. Includes an introduction by Katharine Brisbane, notes and a glossary of the Australian lingo used."
1127,27,ACT,12,DRAMA,9780804170390,The Laramie Project and The Laramie Project,"['Moisés Kaufman', 'Leigh Fondakowski', 'Tectonic Theater Project', 'Greg Pierotti', 'Andy Paris']",2014,0.0,0.0,"On October 7, 1998, a young gay man was discovered bound to a fence outside Laramie, Wyoming, savagely beaten and left to die in an act of brutality and hate that shocked the nation. Matthew Shepard's death became a national symbol of intolerance, but for the people of the town, the event was deeply personal. In the aftermath, Moisés Kaufman and members of the Tectonic Theater Project went to Laramie and conducted more than 200 interviews with its citizens. From the transcripts, the playwrights constructed an extraordinary chronicle of life in the town after the murder. Since its premiere, The Laramie Project has become a modern classic and one of the most-performed theater pieces in America. Now, in this expanded edition, The Laramie Project: Ten Years Later adds an essential sequel to the original work. Revisiting the town a decade after the tragedy, the troupe finds a community grappling with its legacy and its place in history. The two plays together comprise an epic and deeply moving theatrical cycle that explores the life of an American town over the course a decade."
1128,27,ACT,12,ENGLISH,9781925483574,Joe Cinque's Consolation,['Helen Garner'],2007-11-10,8.0,3.5,"NOW A MAJOR MOTION PICTURE A true story of death, grief and the law from the 2019 winner of the Australia Council Award for Lifetime Achievement in Literature. In October 1997 a clever young law student at ANU made a bizarre plan to murder her devoted boyfriend after a dinner party at their house. Some of the dinner guests-most of them university students-had heard rumours of the plan. Nobody warned Joe Cinque. He died one Sunday, in his own bed, of a massive dose of rohypnol and heroin. His girlfriend and her best friend were charged with murder. Helen Garner followed the trials in the ACT Supreme Court. Compassionate but unflinching, this is a book about how and why Joe Cinque died. It probes the gap between ethics and the law; examines the helplessness of the courts in the face of what we think of as 'evil'; and explores conscience, culpability, and the battered ideal of duty of care. It is a masterwork from one of Australia's greatest writers. Winner of the Ned Kelly Award for Best True Crime 2005 Winner of the ABIA Book of the Year 2004 PRAISE FOR JOE CINQUE'S CONSOLATION ""Garner's book is a writer's profound response to a tragedy and to questions about human responsibility over time as well as at precise moments"" The Age ""This is a work of great passion and of countervailing humanity - a book of witness..."" Australian Book Review"
1129,27,ACT,12,ENGLISH,9781925483574,Joe Cinque's Consolation,['Helen Garner'],2007-11-10,8.0,3.5,"NOW A MAJOR MOTION PICTURE A true story of death, grief and the law from the 2019 winner of the Australia Council Award for Lifetime Achievement in Literature. In October 1997 a clever young law student at ANU made a bizarre plan to murder her devoted boyfriend after a dinner party at their house. Some of the dinner guests-most of them university students-had heard rumours of the plan. Nobody warned Joe Cinque. He died one Sunday, in his own bed, of a massive dose of rohypnol and heroin. His girlfriend and her best friend were charged with murder. Helen Garner followed the trials in the ACT Supreme Court. Compassionate but unflinching, this is a book about how and why Joe Cinque died. It probes the gap between ethics and the law; examines the helplessness of the courts in the face of what we think of as 'evil'; and explores conscience, culpability, and the battered ideal of duty of care. It is a masterwork from one of Australia's greatest writers. Winner of the Ned Kelly Award for Best True Crime 2005 Winner of the ABIA Book of the Year 2004 PRAISE FOR JOE CINQUE'S CONSOLATION ""Garner's book is a writer's profound response to a tragedy and to questions about human responsibility over time as well as at precise moments"" The Age ""This is a work of great passion and of countervailing humanity - a book of witness..."" Australian Book Review"
1130,27,ACT,12,ENGLISH,9781925360851,Blakwork,['Alison Whittaker'],2018-09,0.0,0.0,"A stunning mix of memoir, reportage, fiction, satire, and critique composed by a powerful new voice in poetry. Alison Whittaker's BLAKWORK is an original and unapologetic collection from which two things emerge; an incomprehensible loss, and the poet's fearless examination of the present. Whittaker is unsparing in the interrogation of familiar ideas - identifying and dissolving them with idiosyncratic imagery, layering them to form new connections, and reinterpreting what we know. 'Alison Whittaker's second book, Blakwork is a bold mix of poetry, micro-fiction, memoir and critique, and a follow-up to her award-wining debut poetry collection, Lemons in the Chicken Wire...Whittaker has drawn on the strength of past generations to become a strong blak woman in contemporary Australia, and readers are gifted her insights into growing up blak. With a unique style of writing, she bravely unpacks themes such as colonisation and Aboriginal rights in Australia.' -- Karen Wyld, Books+Publishing"
1131,38,NSW,11,ENGLISH,9780143039976,We Have Always Lived in the Castle,['Shirley Jackson'],2006,2.0,5.0,The inhabitants of the Rochester house wield a strange power over their neighbors.
1132,1,NSW,12,DRAMA,9781935753230,Pony Play,['J.M. Snyder'],2010-06-01,0.0,0.0,"Drew isn't into BDSM and doesn't get off on calling anyone ""Master."" So he doesn't know why he lets his friend Sean talk him into attending a weekend affair hosted by a local bondage group. When he finds out it's a pony play weekend, Drew doesn't think things can get much worse. But they do -- his insolent manner once outfitted turns a harsh trainer on him. Salvation comes at the hands of a gentle man named Phillip, who leads the abused Drew to a quiet stables and shows him just how erotic succumbing to a master can be."
1133,25,QLD,12,ENGLISH,9780553294385,"I, Robot",['Isaac Asimov'],2004,111.0,3.5,The development of robot technology to a state of perfection by future civilizations is explored in nine science fiction stories.
1134,2,VIC,12,ENGLISH,9781408108390,The Crucible,"['Arthur Miller', 'Susan Abbotson']",2010-04-30,84.0,3.5,"The Crucible is Miller's classic dramatisation of the witch-hunt and trials that besieged the Puritan community of Salem in 1692. This definitive critical edition of the play features a comprehensive commentary, notes and questions prepared by one of the leading international Miller experts in consultation with the author's estate."
1135,19,VIC,12,ENGLISH,9780868194035,Louis Nowra Cosi (play),['Louis Nowra'],1994,0.0,0.0,A semi-autobiographical play set in a mental institution in 1970.
1136,19,VIC,12,ENGLISH,9781857989380,American Science Fiction: Four Classic Novels 1960-1966 (LOA #321),"['Poul Anderson', 'Clifford D. Simak', 'Daniel Keyes', 'Roger Zelasny']",2019-11-05,0.0,0.0,"In a deluxe collector's edition hardcover, four classic novels from science fiction's most transformative decade, including the landmark Flowers for Algernon This volume, the first of a two-volume set gathering the best American science fiction from the tumultuous 1960s, opens with Poul Anderson's immensely popular The High Crusade, in which aliens planning to conquer Earth land in Lincolnshire during the Hundred Years' War. In Clifford Simak's Hugo Award-winning Way Station, Enoch Wallace is a spry 124-year-old Civil War veteran whose lifelong job monitoring the intergalactic pit stop inside his home is largely uneventful--until a CIA agent shows up and Cold War hostilities threaten the peaceful harmony of the Galactic confederation. Daniel Keyes's beloved Flowers for Algernon, winner of the Nebula Award and adapted as the Academy Award-winning movie Charly, is told through the journal entries of Charlie Gordon, a young man with severe learning disabilities who is the test subject for surgery to improve his intelligence. And in the postapocalyptic earthscape of Roger Zelazny's Hugo Award-winning . . . And Call Me Conrad (also published as This Immortal) Conrad Nomikos reluctantly accepts the responsibility of showing the planet to the governing extraterrestrials' representative and protecting him from rebellious remnants of the human race. Using early manuscripts and original setting copy, this Library of America volume restores the novel to a version that most closely approximates Zelazny's original text."
1137,19,VIC,12,ENGLISH,9780733632426,Foreign Soil,['Maxine Beneba Clarke'],2014-04-29,2.0,4.0,"Winner of ABIA Literary Fiction of the Year Award 2015 Winner of the Indie Book Award for Debut Fiction 2015 Winner of the Victorian Premier's Unpublished Manuscript Award 2013 In Melbourne's western suburbs, in a dilapidated block of flats overhanging the rattling Footscray train lines, a young black mother is working on a collection of stories. The book is called Foreign Soil. Inside its covers, a desperate asylum seeker is pacing the hallways of Sydney's notorious Villawood detention centre, a seven-year-old Sudanese boy has found solace in a patchwork bike, an enraged black militant is on the warpath through the rebel squats of 1960s Brixton, a Mississippi housewife decides to make the ultimate sacrifice to save her son from small-town ignorance, a young woman leaves rural Jamaica in search of her destiny, and a Sydney schoolgirl loses her way. The young mother keeps writing, the rejection letters keep arriving . . . In this collection of award-winning stories, Melbourne writer Maxine Beneba Clarke has given a voice to the disenfranchised, the lost, the downtrodden and the mistreated. It will challenge you, it will have you by the heartstrings. 'Maxine Beneba Clarke is a powerful and fearless storyteller, and this collection - written with exquisite sensitivity and yet uncompromising - will stay with you with the force of elemental truth. Clarke is the real deal, and will, if we're lucky, be an essential voice in world literature for years to come.' - Dave Eggers bestselling author of A Heartbreaking Work of Staggering Genius 'Foreign Soil is a collection of outstanding literary quality and promise. Clarke is a confident and highly skilled writer.' - Hannah Kent, bestselling author of Burial Rites 'An assured and skilful debut' - Weekend Australian"
1138,19,VIC,12,ENGLISH,9780679781516,Dance of the Happy Shades [text (large Print)] : Stories,['Alice Munro'],1995,7.0,4.0,
1139,19,VIC,12,ENGLISH,9781780353449,Nine Days,['Ronald Gibson'],2012-06-14,0.0,0.0,"The authentic description of a glider pilot's experience at the Battle of Arnhem in 1944, from the take-off to his escape. A graphic, detailed, and most absorbing account."
1140,3,VIC,12,HISTORY,9780950096797,Human Resource Management: Strategy and Practice,"['Alan R. Nankervis', 'Marian Baird', 'Jane Coffey', 'John Shields']",2016-09-15,0.0,0.0,"In its 9th edition, AHRI-endorsed Human Resource Management continues to provide a strong conceptual and practical framework for students of human resource management. The successful integrative strategic HRM model is retained and the most recent developments in human resource management theories and practices are explored. A multitude of contemporary regional and international examples are integrated throughout, alongside an expanded coverage on ethics and a focus on critical analysis. Thoroughly revised and updated with the latest research findings, this edition incorporates a wealth of new material including: corporate social responsibility, ethics, sustainable management practice, leadership, talent management, industrial relations, and retains its focus on core human resource elements. Accompanied by online study tools which help to reinforce concepts, apply critical thinking and enhance skills, this 9th edition of Human Resource Management offers the complete learning experience required to succeed in human resource management."
1141,3,VIC,12,HISTORY,9780950096780,History in the Classroom,,1993,0.0,0.0,
1142,6,VIC,12,HISTORY,9780980831542,Human Resource Management: Strategy and Practice,"['Alan R. Nankervis', 'Marian Baird', 'Jane Coffey', 'John Shields']",2016-09-15,0.0,0.0,"In its 9th edition, AHRI-endorsed Human Resource Management continues to provide a strong conceptual and practical framework for students of human resource management. The successful integrative strategic HRM model is retained and the most recent developments in human resource management theories and practices are explored. A multitude of contemporary regional and international examples are integrated throughout, alongside an expanded coverage on ethics and a focus on critical analysis. Thoroughly revised and updated with the latest research findings, this edition incorporates a wealth of new material including: corporate social responsibility, ethics, sustainable management practice, leadership, talent management, industrial relations, and retains its focus on core human resource elements. Accompanied by online study tools which help to reinforce concepts, apply critical thinking and enhance skills, this 9th edition of Human Resource Management offers the complete learning experience required to succeed in human resource management."
1143,6,VIC,12,HISTORY,9780950096797,Human Resource Management: Strategy and Practice,"['Alan R. Nankervis', 'Marian Baird', 'Jane Coffey', 'John Shields']",2016-09-15,0.0,0.0,"In its 9th edition, AHRI-endorsed Human Resource Management continues to provide a strong conceptual and practical framework for students of human resource management. The successful integrative strategic HRM model is retained and the most recent developments in human resource management theories and practices are explored. A multitude of contemporary regional and international examples are integrated throughout, alongside an expanded coverage on ethics and a focus on critical analysis. Thoroughly revised and updated with the latest research findings, this edition incorporates a wealth of new material including: corporate social responsibility, ethics, sustainable management practice, leadership, talent management, industrial relations, and retains its focus on core human resource elements. Accompanied by online study tools which help to reinforce concepts, apply critical thinking and enhance skills, this 9th edition of Human Resource Management offers the complete learning experience required to succeed in human resource management."
1144,6,VIC,12,ENGLISH LITERARY STUDIES,9780868191461,No Sugar,['Jack Davis'],1986,0.0,0.0,"Commissioned for the 1985 Perth Festival, this is the spirited story of the Millimurra family's stand against government 'protection' policies in 1930s Australia."
1145,38,NSW,11,DRAMA,9781925338515,The Pineapple War,['Lachlan Philpott'],2018,0.0,0.0,"""It's 2022 and Queensland is now part of China to resolve a civil war. The rest of Australia has become Nation One, with a conservative government and a return to traditional values. The regime's hopes and dreams are pinned on the next generation and the school formal is a chance for them to celebrate their achievements and history. After the difficult exams and aptitude tests, the formal is the last night of freedom before these young citizens step up to serve their government. But this formal will end more than their time at school and it will change their future forever.""-- Back cover."
1146,21,NSW,12,ENGLISH,9780140422108,The Complete Poems,['John Keats'],2003-08-28,0.0,0.0,"Keats’s first volume of poems, published in 1817, demonstrated both his belief in the consummate power of poetry and his liberal views. While he was criticized by many for his politics, his immediate circle of friends and family immediately recognized his genius. In his short life he proved to be one of the greatest and most original thinkers of the second generation of Romantic poets, with such poems as ‘Ode to a Nightingale’, ‘On First Looking into Chapman’s Homer’ and ‘La Belle Dame sans Merci’. While his writing is illuminated by his exaltation of the imagination and abounds with sensuous descriptions of nature’s beauty, it also explores profound philosophical questions. John Barnard’s acclaimed volume contains all the poems known to have been written by Keats, arranged by date of composition. The texts are lightly modernized and are complemented by extensive notes, a comprehensive introduction, an index of classical names, selected extracts from Keats’s letters and a number of pieces not widely available, including his annotations to Milton’s Paradise Lost."
1147,34,QLD,12,ENGLISH,9781594483653,The Cellist of Sarajevo,['Steven Galloway'],2009,145.0,4.0,"While a cellist plays at the site of a mortar attack to commemorate the deaths of twenty-two friends and neighbors, a woman sniper secretly protects the life of the cellist as her army becomes increasingly threatening."
1148,1,NSW,12,ENGLISH,9780868198828,Shafana and Aunt Sarrinah,['Alana Valentine'],2010,0.0,0.0,"What do you do when you profoundly disagree with someone you love? Wearing a hijab is a touchstone of religious identity, but it is also imbued with a complex array of historical and contemporary meanings. In Alana Valentine's new play, the cultural meaning of the hijab has become a wedge between generations. At the heart of Shafana and Aunt Sarrinah is the relationship between an aunt and her niece. Both devout Muslims, the younger woman wants to put on a headscarf, the older woman tries to dissuade her. For Aunt Sarrinah, the hijab represents a world from which she has escaped; for her niece, Shafana, it is a personal statement of renewed faith. Alana Valentine has written a startling meditation on the clash between individual freedom and community reaction and, as academic Christina Ho acclaims, ""a quietly insightful intervention that portrays what media headlines never can; the multiple meanings of the headscarf for Muslim women"". (1 act, 2 female)."
1149,1,NSW,12,DRAMA,9780868197975,Stolen,['Jane Harrison'],2007,0.0,0.0,"Tells of five young Aboriginal children forcibly removed from their parents, brought up in a repressive children's home and trained for domestic service and other menial jobs. This tender and moving story goes further than any previous account to bring the tragic human story of the Stolen Generations to the Australian stage."
1150,1,NSW,12,DRAMA,9780868199665,Fearless,['Mirra Todd'],2012,0.0,0.0,"""Come on into the hell room. Fearless investigates the many portals of loneliness. ... Ten characters inhabit the world of Fearless ... . Each character flinches at a point in their lives. In that moment, each life is unexpectedly hurled off its normal path into an emotional abyss. Fearless beings at this juncture where redemption, recovery, release or relapse is but an inch from each person's grasp.""--Back cover."
1151,27,ACT,11,ENGLISH,9781408125755,The Kite Runner,['Khaled Hosseini'],2017-03-01,2892.0,4.0,"I became what I am today at the age of twelve. I remember the precise moment, crouching behind a mud wall on a frigid winter day in 1975 . . . looking into a deserted alley. It's wrong what they say about the past, about how you can bury it, because the past claws its way out. I realize I've been looking into that alley for the last 26 years. Afghanistan is a divided country on the verge of war and two childhood friends are about to be torn apart. It's a beautiful afternoon in Kabul and the skies are full of the excitement and joy of a kite flying tournament. But neither Hassan or Amir can foresee the terrible incident which will shatter their lives forever. Khaled Hosseini's first and international best-selling novel has now been adapted into a stunning stage adaptation by Matthew Spangler. This edition was published for the production at Wyndham's Theatre, London, from 21 December 2016."
1152,27,ACT,11,ENGLISH,9781408125755,The Kite Runner,['Khaled Hosseini'],2017-03-01,2892.0,4.0,"I became what I am today at the age of twelve. I remember the precise moment, crouching behind a mud wall on a frigid winter day in 1975 . . . looking into a deserted alley. It's wrong what they say about the past, about how you can bury it, because the past claws its way out. I realize I've been looking into that alley for the last 26 years. Afghanistan is a divided country on the verge of war and two childhood friends are about to be torn apart. It's a beautiful afternoon in Kabul and the skies are full of the excitement and joy of a kite flying tournament. But neither Hassan or Amir can foresee the terrible incident which will shatter their lives forever. Khaled Hosseini's first and international best-selling novel has now been adapted into a stunning stage adaptation by Matthew Spangler. This edition was published for the production at Wyndham's Theatre, London, from 21 December 2016."
1153,22,NSW,12,VISUAL ARTS,9781925534696,HSC Visual Arts Notes,,2017-12-31,0.0,0.0,
1154,23,NSW,12,VISUAL ARTS,9781925534696,HSC Visual Arts Notes,,2017-12-31,0.0,0.0,
1155,25,QLD,11,SCIENCE,9780190320416,Biology for Queensland Units 3 and 4 Workbook,"['Jess Sautner', 'Robyn Flexman']",2019-10-14,0.0,0.0,"The new Queensland Senior Biology syllabus affects all aspects of teaching and learning - new teaching content, new course structure and a new approach to assessment. As Secondary Publisher of the Year 2017 and 2018, Oxford University Press is committed to helping teachers and students in Queensland reach their full potential. Biology for Queensland: An Australian Perspective Student workbooks are standalone resources designed to help students succeed in their internal and external assessments. With an engaging design, full-colour photos and relevant diagrams throughout, the Student workbooks include:a Toolkit chapter focused on internal assessments and cognitive verbsData drill activities that help students develop the key skills in analysis and interpretation required for the Data testExperiment explorer activities that support the modification of a practical as required in the Student experimentResearch review activities that allow students to practise how to evaluate a claim and identify credible sources for the Research investigationExam excellence activities that allow students to practice multiple choice and short answer questions in preparation for the external examinationhandy study tips throughout the chapterspractice internal assessments for the Data test, Student experiment and Research investigationwrite-in worksheets for all mandatory and suggested practicalsappendices such as the periodic table and formulasanswers to all activities and practice assessments."
1156,25,QLD,11,SCIENCE,9780190313395,Chemisty for Queensland Units 3&4 Workbook,"['Carolyn Drenen', 'Philip Sharpe']",2019-10-14,0.0,0.0,"The new Queensland Chemistry syllabus affects all aspects of teaching and learning - new teaching content, new course structure and a new approach to assessment. As EPAA Secondary Publisher of the Year 2017, 2018 and 2019, Oxford University Press is committed to helping teachers and students in Queensland reach their full potential. Chemistry for Queensland Student workbooks are standalone resources designed to help students succeed in their internal and external assessments. With an engaging design, full-colour photos and relevant diagrams throughout, the Student workbooks include:a Toolkit chapter focused on internal assessments and cognitive verbsData drill activities that help students develop the key skills in analysis and interpretation required for the Data testExperiment explorer activities that support the modification of a practical as required in the Student experimentResearch review activities that allow students to practise how to evaluate a claim and identify credible sources for the Research investigationExam excellence activities that allow students to practice multiple choice and short answer questions in preparation for the external examinationhandy study tips throughout the chapterspractice internal assessments for the Data test, Student experiment and Research investigationwrite-in worksheets for all mandatory and suggested practicalsappendices such as the periodic table and formulasanswers to all activities and practice assessments."
