,isbn,title,authors,published,description
835,9780099549482,To Kill A Mockingbird,['Harper Lee'],2014-07-08,"'ONE OF THE GREATEST AMERICAN NOVELS EVER WRITTEN' 'Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird.' A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man falsely charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much. ________________________________ To Kill a Mockingbird is a coming-of-age story, an anti-racist novel, a historical drama of the Great Depression and a sublime example of the Southern writing tradition."
836,9780062077325,Stasiland,['Anna Funder'],2015-10-29,"Stasiland tells true stories of people who heroically resisted the communist dictatorship of East Germany, and of people who worked for its secret police, the Stasi. Internationally hailed as a classic, it is ‘fascinating, entertaining, hilarious, horrifying and very important’ (Tom Hanks) and ‘a heartbreaking, beautifully written book.’ (Claire Tomalin). East Germany was one of the most intrusive surveillance states of all time. One in 7 people spied on their friends, family and colleagues. In ‘the most humane and sensitive way’ (J.M. Coetzee) Funder tells the true stories of four people who had the extraordinary courage to refuse to collaborate with the Stasi, and the price they paid. She meets Miriam Weber, who was imprisoned at 16 after scaling the Berlin Wall. She drinks with the legendary “Mik Jegger” of the Eastern Bloc who was ‘disappeared’. And she finds former Stasi men who defend their regime long past its demise, and yearn for the second coming of Communism. Stasiland won the Samuel Johnson Prize for best non-fiction published in English in 2004. It was a finalist for the Guardian First Book Award, the W.H. Heinemann Award, the Index Freedom of Expression Awards, The Age Book of the Year Awards, the Queensland Premier’s Literary Award and the Adelaide Festival Awards for Literature (Innovation in Writing). It is read in schools and universities in many countries, and has been adapted for CD and the stage by The National Theatre, London."
837,9781488611247,Heinemann Chemistry 1,['C. Commons'],2016,
838,9781488611261,Heinemann Physics 11 Enhanced,"['Carmel Fry', 'Keith Burrows', 'Rob Chapman', 'Doug Bail']",2011,"Heinemann Physics Third Edition Enhanced has been updated with the latest developments and applications of physics, while still retaining the market-leading features that make this series so popular. The student book includes: A brand-new look is designed to make learning accessible for students; All questions have been checked and updated to reflect current VCE exams; On-page references to online support and activities are available through Pearson Reader."
839,9781316502648,Cambridge Checkpoints VCE Chemistry Units 1 and 2,"['Roger Slade', 'Maureen Slade']",2015-12-16,
840,9781316502655,Cambridge Checkpoints VCE General Mathematics Units 1 and 2,"['David Tynan', 'Natalie Caruso', 'John Dowsey', 'Peter Flynn', 'Dean Lamson', 'Philip Swedosh']",2015-12-16,"Cambridge Checkpoints VCE 2016, Victoria's most popular study guides, are updated regularly to incorporate recent official VCE exams and changes to the VCE, providing the most up-to-date exam preparation available."
841,9781316502662,Cambridge Checkpoints VCE Mathematical Methods Units 1 and 2,"['David Tynan', 'Natalie Caruso', 'John Dowsey', 'Peter Flynn', 'Dean Lamson', 'Philip Swedosh']",2016-01-13,
842,9780521712880,,,,
843,9780521726986,Cambridge Checkpoints VCE Physics Units 1 and 2,['Sydney Boydell'],2015-12-16,"Cambridge Checkpoints VCE 2016, Victoria's most popular study guides, are updated regularly to incorporate recent official VCE exams and changes to the VCE, providing the most up-to-date exam preparation available."
844,9780170365611,Nelson Psychology VCE Units 1 and 2 Student Activity Manual,"['Helene Van Iersel', 'Kenna Bradley', 'Natasha Geralovski']",2015-12-11,
845,9781488623905,Heinemann Physics 11 Student Workbook,['Doug Bail'],2018-11-07,Write-in workbooks with a focus on key science skills They are designed to consolidate concepts learnt in class. They also provide students with Sample Assessment tasks worksheets. Fully aligned to the VCE Units 1&2 Study Design. Key knowledge Worksheets Practical activities Sample assessment tasks Designed so that they are able to be used independently from the Student Books. Fully worked solutions and suggested answers to the workbook can be found on the Teacher ProductLink.
846,9781488612008,Heinemann Biology,,2005,
847,9781488611247,Heinemann Chemistry 1,['C. Commons'],2016,
848,9781488610059,Saling Silang 2,"['Melissa Gould-Drakeley', 'Deryn Heather Mansell', 'Joanne Fenton', 'Ilian Yang', 'Ida Harsojo']",2013,"The teacher companion presents all the pages from the student book with wrap-around practical teaching notes that include lesson tips, extension activities, assessment ideas, extended cultural information, cross-references to other components and a wealth of support material in a single, easy-to-use resource. All the pages from the activity book are reproduced with answers to support quick and easy correction of student work."
849,9780995354524,Human Resource Management: Strategy and Practice,"['Alan R. Nankervis', 'Marian Baird', 'Jane Coffey', 'John Shields']",2016-09-15,"In its 9th edition, AHRI-endorsed Human Resource Management continues to provide a strong conceptual and practical framework for students of human resource management. The successful integrative strategic HRM model is retained and the most recent developments in human resource management theories and practices are explored. A multitude of contemporary regional and international examples are integrated throughout, alongside an expanded coverage on ethics and a focus on critical analysis. Thoroughly revised and updated with the latest research findings, this edition incorporates a wealth of new material including: corporate social responsibility, ethics, sustainable management practice, leadership, talent management, industrial relations, and retains its focus on core human resource elements. Accompanied by online study tools which help to reinforce concepts, apply critical thinking and enhance skills, this 9th edition of Human Resource Management offers the complete learning experience required to succeed in human resource management."
850,9781108735438,Cambridge Vce Business Management Units 3&4 Second Edition,,2019,
851,9781488611261,Heinemann Physics 11 Enhanced,"['Carmel Fry', 'Keith Burrows', 'Rob Chapman', 'Doug Bail']",2011,"Heinemann Physics Third Edition Enhanced has been updated with the latest developments and applications of physics, while still retaining the market-leading features that make this series so popular. The student book includes: A brand-new look is designed to make learning accessible for students; All questions have been checked and updated to reflect current VCE exams; On-page references to online support and activities are available through Pearson Reader."
852,9781488611247,Heinemann Chemistry 1,['C. Commons'],2016,
853,9781488611223,Heinemann Biology 1,['Caroline Cotton'],2016,
854,9780140436068,The Importance of Being Earnest and Other Plays,['Oscar Wilde'],2001-03-01,"""The Importance of Being Earnest"" displays Wilde's wit and theatrical genius at their brilliant best. This edition includes an appendix that restores the missing material from the original four-act version, as well as two other plays ""Lady Windermere's Fan"" and ""Salome."" Revised reissue."
855,9780385737166,Messenger,['Lois Lowry'],2009,"In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand."
856,9781316606735,"The Tragedy of Hamlet, Prince of Denmark",['William Shakespeare'],1917,
857,9781925355123,The Road to Winter,['Mark Smith'],2016-06-27,"Since a deadly virus and the violence that followed wiped out his parents and most of his community, Finn has lived alone on the rugged coast with only his loyal dog Rowdy for company. He has stayed alive for two winters—hunting and fishing and trading food, and keeping out of sight of the Wilders, an armed and dangerous gang that controls the north, led by a ruthless man named Ramage. But Finn’s isolation is shattered when a girl runs onto the beach. Rose is a Siley—an asylum seeker—and she has escaped from Ramage, who had enslaved her and her younger sister, Kas. Rose is desperate, sick, and needs Finn’s help. Kas is still missing somewhere out in the bush. And Ramage wants the girls back—at any cost. ‘Tense and atmospheric...Mark Smith’s debut is assured, gripping and leaves you wanting more.’ Best Books for Younger Readers 2016, Sydney Morning Herald ‘It’s easy to see why Mark Smith’s dystopian thriller has been compared with John Marsden’s Tomorrow When the War Began. I barely came up for breath as the pages flew. So strap yourself in for a high action ride.’ Kids Book Review"
858,9780156034029,The Reluctant Fundamentalist,['Mohsin Hamid'],2008,"Changez, a young Muslim American, is living the American dream, with a Princeton education and high-paying job, until the events of September 11th force him to confront his personal allegiances."
859,9780241950425,The CATCHER in the RYE Lektürehilfe und Lernhilfe,['R. Rau'],2020-08-11,"Lektürehilfe und Vokabelbeilage zum weltweit erfolgreichen Roman ,,Der Fänger im Roggen"" (1951; Originaltitel: The Catcher in the Rye) des amerikanischen Schriftstellers J. D. Salinger (1919-2010) in englischer Sprache für nicht Muttersprachler. Das Begleitheft enthält sorgfältig recherchierte Anmerkungen, gelegentlich mit Erklärungen in deutscher Sprache, mit besonderem Schwerpunkt auf dem umgangssprachlichen amerikanischen Englisch der Mitte des 20. Jahrhunderts. Umfangreiche Hintergrundinformationen zu literarischen, historischen und filmischen Anspielungen werden ebenfalls bereitgestellt. Darüber hinaus gibt es zahlreiche Kommentare und hilfreiche Fragen, um eine literarische Analyse des Romans zu ermöglichen.Passend zur englischen Penguine Ausgabe, ISBN-10: 9780241950425, ISBN-13: 978-0241950425"
860,9780987308535,Joyful Strains,"['Kent MacCarter', 'Ali Lemer']",2013-01-01,"Joyful Strains collects twenty-seven memoirs from writers describing their expatriation to Australia. These are stories about what they found, who they became and what they now think of Australia – stories that provide entertainment, perspective and cause to celebrate our increasingly diverse nation. This is an insightful, compelling and sometimes confronting collection for all Australians. Contributors include: Alice Pung, Danny Katz, Mark Dapin and Diane Armstrong, with an introduction from Arnold Zable."
861,9781921088858,Macbeth,"['Shane Barnes', 'Aidan Coleman']",2011-08-01,"Shakespeare's drama of murder, political ambition, and the persistence of guilt is accompanied by a scene-by-scene analysis, background notes, and creative student activities."
862,9788484435648,Super Safari Level 1 Pupil's Book with DVD-ROM,"['Herbert Puchta', 'Günter Gerngross', 'Peter Lewis-Jones']",2015-01-08,"Super Safari British English edition is a three-level pre-primary course that welcomes very young children to English through stories, songs and plenty of playtime while supporting their cognitive, motor-sensory and social development. Join Polly and her friends on an exciting adventure that welcomes pre-school children to English through colourful stories, action songs and fun arts and crafts. With children's development in mind, this exciting pre-school course introduces the new language through play while improving memory and concentration; practising motor-sensory skills and developing thinking and creativity. Together with Polly, children also discover the fascinating world around them, the link between English letters and sounds, and the importance of sharing and other values. Pupil's Book 1 includes a fabulous DVD-ROM with animated songs and interactive games - perfect for family fun at home."
863,9788484435631,新实用汉语课本,['珣·刘'],2002,"Ideal for: Beginning. Compiled under the sponsorship of the China National Office for Teaching Chinese as a Foreign Language (NOTCFL) and in consultation with the Chinese Proficiency Test (HSK) Guidelines, the New Practical Chinese Reader (NPCR) series is designed to help native English speakers easily learn Chinese. Based on the time-tested Practical Chinese Reader (PCR), the entirely revised and updated NPCR combines the grammatical strengths of the old PCR with contemporary material and more emphasis on learning to use Chinese in everyday conversation. NPCR consists of 70 lessons in six volumes, covering beginning to intermediate levels, for three years of instruction. Features include balanced training in speaking, pronunciation, grammar, and vocabulary; gradual increases in difficulty, and a cyclical approach to learning with constant review of language structures, functions, and cultural knowledge; an abundance of practice material suitable for students to use inside and outside the classroom; and a new, systematic approach to the teaching of Chinese characters. Students first learn the fundamental rules of Chinese script and basic strokes, and then progress to simple characters that form the foundation for mastering multi-component words."
864,9781108772907,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,,2019,
865,9780732979966,My Alphabet Scrapbook for New South Wales,"['Jay Dale', ""Elizabeth Dobbie-O'Hanrahan""]",2001,"""Why spend hours photocopying handwriting sheets and thinking up activities when this scrapbook has done all the work for you?For each letter of the alphabet, the book provides pages to paste in or draw things that begin with that letter. Accompanying this is a writing practice page reinforcing correct formation. Teaching notes are provided."
866,9780190303488,Oxford Australian Integrated School Dictionary and Thesaurus,['Mark Gwynn'],2009,"Edited at the Australian National Dictionary Centre in Canberra, this innovative reference book is a dictionary and thesaurus in a single volume. Completely revised and updated, with hundreds of new entries, this single volume includes: over 15 000 headwords -- a simple respelling system to guide pronunciation clear definitions with Australian usage -- interesting and useful derivations that shed light on meaning and help with recognition of word elements -- example phrases or sentences that identify the different meanings of the headword and show how it is used in context -- the top section of each page contains the dictionary text, while the lower section contains corresponding thesaurus entries for two-thirds of the words covered by the dictionary -- new words and terms include 'anime', 'webcam', 'counterterrorism', 'ringtone', 'cyberspace', 'techno', 'carbon offset', 'chocker', 'HDTV', 'google' and 'text'."
867,9780434934362,,,,
868,9780434934362,,,,
869,9780571056866,Lord of the Flies,['William Golding'],1954,First published 1954.; This title is also available as a film.
870,9780571056866,Lord of the Flies,['William Golding'],1954,First published 1954.; This title is also available as a film.
871,9780143104407,Twelve Angry Men,['Reginald Rose'],2006,"Presents a courtroom drama revolving around the trial of a boy accused of killing his father, where one man, a single hold-out juror, stands between the accused and capital punishment."
872,9780143104407,Twelve Angry Men,['Reginald Rose'],2006,"Presents a courtroom drama revolving around the trial of a boy accused of killing his father, where one man, a single hold-out juror, stands between the accused and capital punishment."
873,9780730382133,Macquarie Concise Dictionary Seventh Edition,['Macquarie Dictionary'],2017-03-28,"This Macquarie Concise Dictionary Seventh Edition provides an up-to-date reference of Australian English, with wide coverage to meet the needs of the general dictionary user. Based on the comprehensive Macquarie Dictionary Seventh Edition, this volume includes words and meanings which are particular to our variety of English, as well as those common to the whole English-speaking world, with evidence sourced from corpus data. The Macquarie Concise Dictionary includes: · hundreds of new words and definitions such as Bechdel test, fat-shame, freecycle, lane filtering, robopoll · words relating to technology, the internet and social media, such as big data, cyberwarrior, digital tattoo, domotics, dox, listicle, live-tweet, smart buoy · words and phrases from regional Australia, such as early minute, four-pointer, mufti day, Stobie pole · illustrative phrases which clearly show how a word is used in context · valuable usage notes · etymologies (word origins)"
874,9780730382133,Macquarie Concise Dictionary Seventh Edition,['Macquarie Dictionary'],2017-03-28,"This Macquarie Concise Dictionary Seventh Edition provides an up-to-date reference of Australian English, with wide coverage to meet the needs of the general dictionary user. Based on the comprehensive Macquarie Dictionary Seventh Edition, this volume includes words and meanings which are particular to our variety of English, as well as those common to the whole English-speaking world, with evidence sourced from corpus data. The Macquarie Concise Dictionary includes: · hundreds of new words and definitions such as Bechdel test, fat-shame, freecycle, lane filtering, robopoll · words relating to technology, the internet and social media, such as big data, cyberwarrior, digital tattoo, domotics, dox, listicle, live-tweet, smart buoy · words and phrases from regional Australia, such as early minute, four-pointer, mufti day, Stobie pole · illustrative phrases which clearly show how a word is used in context · valuable usage notes · etymologies (word origins)"
875,9781107648388,ICE-EM Mathematics 10 & 10A,['Peter Geoff Brown'],2017,"The ICE-EM Mathematics series was created by the Australian Mathematical Sciences Institute to provide a mathematics programme that gives students a clear understanding of ideas and concepts. It aims to improve mathematics learning for students with a rage of abilities, needs and levels of interest. This third edition has been revised to create a more streamlined resource for students and their teachers. The included Interactive Textbook features additional interacctive content, progress tracking, pop-up glossary definitions, as well as a Learning Management System with a powerful Test Generator, student and whole-class reporting tools and more. It also allows studetns to complete all textbook questions online and show the teacher their working out. Features of the text include: Topics are logically organised to build understanding; the structured approach uses clear explanations and a range of examples and explorations to introduce concepts; graded exercises and activities are cross-referenced to worked examples; the integrated approach to proficiency strands encourages students to apply Understanding, Fluency, Problem-solving and Reasoning skills in every exercise; review exercises and chapters cement understanding, revisit topics and prepare students for future learning; and challenge exercises extend problem-solving skills."
876,9781108772907,Essential Mathematics for the Victorian Curriculum Year 10 and 10A Second Edition,,2019,
877,9781107648449,ICE-EM Mathematics 10 & 10A,['Peter Geoff Brown'],2017,"The ICE-EM Mathematics series was created by the Australian Mathematical Sciences Institute to provide a mathematics programme that gives students a clear understanding of ideas and concepts. It aims to improve mathematics learning for students with a rage of abilities, needs and levels of interest. This third edition has been revised to create a more streamlined resource for students and their teachers. The included Interactive Textbook features additional interacctive content, progress tracking, pop-up glossary definitions, as well as a Learning Management System with a powerful Test Generator, student and whole-class reporting tools and more. It also allows studetns to complete all textbook questions online and show the teacher their working out. Features of the text include: Topics are logically organised to build understanding; the structured approach uses clear explanations and a range of examples and explorations to introduce concepts; graded exercises and activities are cross-referenced to worked examples; the integrated approach to proficiency strands encourages students to apply Understanding, Fluency, Problem-solving and Reasoning skills in every exercise; review exercises and chapters cement understanding, revisit topics and prepare students for future learning; and challenge exercises extend problem-solving skills."
878,9780975835807,Science Student's Practical Exercise Book,['Francis Pereira'],2005,
879,9780141182636,The Great Gatsby,['F. Scott Fitzgerald'],2000-02-24,"In The Great Gatsby, Fitzgerald brilliantly captures both the disillusion of post-war America and the moral failure of a society obsessed with wealth and status. But he does more than render the essence of a particular time and place, for in chronicling Gatsby's tragic pursuit of his dream, Fitzgerald recreates the universal conflict between illusion and reality. 'A classic, perhaps the supreme American novel.' John Carey, Sunday Times, Books of the Century"
880,9781107615496,Macbeth,"['Linzy Brady', 'David James', 'Rex Gibson', 'Vicki Wienand', 'Richard Andrews']",2014-01-20,"An improved, larger-format edition of the Cambridge School Shakespeare plays, extensively rewritten, expanded and produced in an attractive new design. An active approach to classroom Shakespeare enables students to inhabit Shakespeare's imaginative world in accessible and creative ways. Students are encouraged to share Shakespeare's love of language, interest in character and sense of theatre. Substantially revised and extended in full colour, classroom activities are thematically organised in distinctive 'Stagecraft', 'Write about it', 'Language in the play', 'Characters' and 'Themes' features. Extended glossaries are aligned with the play text for easy reference. Expanded endnotes include extensive essay-writing guidance for 'Macbeth' and Shakespeare. Includes rich, exciting colour photos of performances of 'Macbeth' from around the world."
881,9781760556631,Macquarie Compact Dictionary,['Macquarie Dictionary'],2020-09-29,"The Macquarie Compact Dictionary is based on the complete Macquarie Dictionary Eighth Edition. It is an up-to-date record of the core of Australian English, in a convenient format. The Macquarie Compact Dictionary features: - more than 50,000 words and phrases - up-to-date entries such as cancel culture, deepfake, eco-anxiety, hygge, influencer, Me Too, ngangkari, single-use, social distancing - pronunciations in the International Phonetic Alphabet - idiomatic phrases - illustrative phrases showing how a word is used in context - free six-month subscription to Macquarie Dictionary Online"
882,9780141190266,The Glass Menagerie,['Tennessee Williams'],2009,"Abandoned by her husband, Amanda Wingfield comforts herself with recollections of her earlier, life in Blue Mountain when she was pursued by 'gentleman callers'. Her son Tom, a poet with a job in a warehouse, longs for adventure and escape from his mother's suffocating embrace, while Laura, her daughter, has her glass menagerie and her memories."
883,9780952603122,Treaty Series,['United Nations Publications'],2016-01-31,"In accordance with Article 102 of the Charter and the relevant General Assembly Resolutions, every treaty and international agreement registered or filed and recorded with the Secretariat since 1946 is published in the United Nations Treaty Series. At present, the collection includes about 30,000 treaties reproduced in their authentic languages, together with translations into English and French, as necessary. The Treaty Series, where treaties are published in the chronological order of registration, also provides details about their subsequent history (i.e., participation in a treaty, reservations, amendments, termination, etc.). Comprehensive Indices covering 50-volume-lots are published separately. A Standing Order service is available for the series and out-of-print volumes are available on microfiche."
884,9781488617720,Pearson Chemistry 11,['Geoff Quinton'],2017,
885,9781488617713,Pearson Physics Queensland 11 Skills and Assessment Book,['Doug Bail'],2018-09-14,"Introducing the Pearson Physics Queensland 11 Skills and Assessment Book. Fully aligned to the new QCE 2019 Syllabus. Write in Skills and Assessment Book written to support teaching and learning across all requirements of the new Syllabus, providing practice, application and consolidation of learning. Opportunities to apply and practice performing calculations and using algorithms are integrated throughout worksheets, practical activities and question sets. All activities are mapped from the Student Book at the recommend point of engagement in the teaching program, making integration of practice and rich learning activities a seamless inclusion. Developed by highly experienced and expert author teams, with lead Queensland specialists who have a working understand what teachers are looking for to support working with a new syllabus."
886,9780345405487,Random House Japanese-English English-Japanese Dictionary,['Seigo Nakao'],1996,"RANDOM HOUSE JAPANESE-ENGLISH ENGLISH-JAPANESE DICTIONARY RELIABLE, DETAILED, AND UP-TO-DATE * More than 50,000 entries, including the most common meanings * Two sections, Japanese-English and English-Japanese * All entries, from A to Z, in a single alphabetical listing * Japanese terms shown in romanized Japanese and standard Japanese characters * Hundreds of new words, including eizu (AIDS) and nyuryoku (computer input) * Thousands of idioms, phrases, and common expressions illustrate typical usage * Includes Japanese cultural items, such as yobiko (cram school), and gives source of foreign borrowings, such as nyusu (news) * American English spelling and vocabulary * Extensive use of explanatory glosses to specify precise meaning and assure appropriate translation"
887,9780008241384,French Dictionary and Grammar: Two Books in One,['Collins Dictionaries'],2018-05-03,The home of trusted French dictionaries for everyday language learning.
888,9780435396503,Heinemann A Level French Grammar Practice,"['Clive Bell', 'Servane Jacob', 'Anneli McLachlan', 'Rachel Sauvain', 'Genevieve Talon']",2008,A structured grammar revision and practice book. It covers various topics in the Student Book in the order they are taught. It helps ensure students keep up with the essential grammar they need for AS and A-Level.
889,9781319455569,Pocket Style Manual,['Diana Hacker'],2007-07-01,
890,9780170414173,Psychology WA ATAR: Self and Others Unit 1 and 2 Workbook,"['Elizabeth Conocono', 'Colleen Hackett']",2018-12-14,"Psychology WA ATAR: Self and Others Units 1 & 2 Workbook supports students learning development while studying the Psychology ATAR course in Western Australia. The workbook complements the student book, which comprehensively covers the syllabus by dividing chapters into key areas of Self and Others to present key knowledge and understanding to students. The workbook is fully updated for each year level and allows students to consolidate learning and prepare for assessment. NelsonNet resources available* Teacher Resources: ' Student book answers ' Workbook answers ' Chapter PDFs ' Syllabus mapping ' Teaching programs Student Resources: ' Review questions worksheets ' Worksheet answers *Complimentary access to NelsonNet is available to teachers who use the accompanying student book as a core resource in their classroom. Contact your local education consultant for access codes and conditions."
891,9781927173572,Anatomy & Physiology,"['Tracey Greenwood', 'Lissa Bainbridge-Smith', 'Kent Pryor', 'Richard Allan']",2013-06-15,"""Anatomy and Physiology explores the essentials of human structure and function through engaging, generously illustrated activities. Much of the content in the first edition has been revised to include larger diagrams, more photographs, and greater depth of coverage in key areas. Sound biological principles are emphasised throughout, and key interactions between body systems are indicated using annotated introductory figures. Using key examples, students are encouraged to explore each body system within the contexts of disease, medicine and technology, aging, and exercise. The result is a rounded exploration of the functioning human.""--Back cover."
892,9780980370461,Essential Chemistry ATAR Chemistry Unit 3 + 4,['Nick Lucarelli'],2015-08-10,Senior School Year 12 Chemistry text book and study guide
893,9780170390194,Mathematics Applications,['A.J. Sadler'],2016,
894,9781925209754,,,,
895,9798708474995,,,,
896,9780730389422,Jacaranda Key Concepts in VCE Business Management Units 1&2 6e LearnON and Print and StudyON,"['Stephen J. Chapman', 'Vladimir Dumovic', 'Matthew Richardson', 'Graeme Smithies']",2021-01-06,
897,9780008377380,Portuguese-English Visual Bilingual Dictionary,['Norma de Oliveira Tait'],2010-05-03,"Look and learn to recall a wealth of everyday vocabulary in Portuguese with this intuitive easy-to-use visual language dictionary Whether it's for business or pleasure, pick up 6,000 key Portuguese words and phrases on a range of subjects: from shopping and eating out, to sport and beyond quickly and easily. Find every word you need to know fast using the clearly labelled illustrated scenes from everyday life. Plus, find helpful features on key Portuguese nouns, verbs and phrases to improve your understanding of the language. Take it wherever your travels take you."
898,9780521618724,Much Ado about Nothing,['William Shakespeare'],1887,
899,9781107615595,Othello,"['Jane Coles', 'Rex Gibson', 'Vicki Wienand', 'Richard Andrews']",2014-01-23,"An improved, larger-format edition of the Cambridge School Shakespeare plays, extensively rewritten, expanded and produced in an attractive new design. An active approach to classroom Shakespeare enables students to inhabit Shakespeare's imaginative world in accessible and creative ways. Students are encouraged to share Shakespeare's love of language, interest in character and sense of theatre. Substantially revised and extended in full colour, classroom activities are thematically organised in distinctive 'Stagecraft', 'Write about it', 'Language in the play', 'Characters' and 'Themes' features. Extended glossaries are aligned with the play text for easy reference. Expanded endnotes include extensive essay-writing guidance for 'Othello' and Shakespeare. Includes rich, exciting colour photos of performances of 'Othello' from around the world."
900,9780679406419,The Complete MAUS,['Art Spiegelman'],2011,"Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the children of survivors are in their own way affected by the trials of their parents. A contemporary classic of immeasurable significance."
901,9781548635787,Modern Revolutions,['Johnn Dunn'],1972-03-09,An examination of eight major revolutions of the twentieth century. Copyright © Libri GmbH. All rights reserved.
902,9780060787325,Frontier of the Dark,['A. Bertram Chandler'],2016-05-26,"The Mannschenn Drive was the gateway to the stars, but it had one unfortunate site effect: Traveling faster than light, mankind reverted to the bestial form of his own legendary nightmare-the lycanthropic horror that the full moon once called forth from the soul's depths, now no longer howling at the moon but soaring far beyond it..."
903,9781599829234,The Catholic Youth Bible,['Brian Singer-Towns'],2012-01-01,"There's Only One! . . . And it just got better! The Catholic Youth Bible New American Bible Revised Edition (NABRE) contains the new translation of the Old Testament and the new Roman Missal changes. The Catholic Youth Bible will be a true companion, helping you find the answers you seek and helping you make connections to Catholic beliefs and traditions. Over 700 lively articles help you…. • Pray It! Use the Bible for personal prayer. • Study It! Understand and make sense of what the Bible says. • Live It! Apply the Bible to real-life situations you're facing now. This New Edition Features: •New 40 expanded ""Catholic Connection"" articles that provide a more complete presentation of those Catholic teachings that are scripturally based • New 28 articles that address the seven principles of Catholic social teaching • New 40 pages of 4-color inserts that help you pray, study, and live the Bible and Catholic teachings • New Illustrations throughout to provide a visual context for the biblical stories • New Over 275 articles updated to reflect contemporary issues and biblical scholarship Plus: • Introductions to the major sections of the Bible and all the books of the Bible • Biblical connections to many different cultures, illustrating the universality of the Catholic Church • Insights into how the Church has interpreted key Scripture passages throughout history • A glossary of Scripture-related terms • Five special indexes; Sunday readings for cycles A, B, and C; 10 color maps; a four-page color timeline; and three pages of full-color biblical art"
904,9780141182636,The Great Gatsby,['F. Scott Fitzgerald'],2000-02-24,"In The Great Gatsby, Fitzgerald brilliantly captures both the disillusion of post-war America and the moral failure of a society obsessed with wealth and status. But he does more than render the essence of a particular time and place, for in chronicling Gatsby's tragic pursuit of his dream, Fitzgerald recreates the universal conflict between illusion and reality. 'A classic, perhaps the supreme American novel.' John Carey, Sunday Times, Books of the Century"
905,9781107615595,Othello,"['Jane Coles', 'Rex Gibson', 'Vicki Wienand', 'Richard Andrews']",2014-01-23,"An improved, larger-format edition of the Cambridge School Shakespeare plays, extensively rewritten, expanded and produced in an attractive new design. An active approach to classroom Shakespeare enables students to inhabit Shakespeare's imaginative world in accessible and creative ways. Students are encouraged to share Shakespeare's love of language, interest in character and sense of theatre. Substantially revised and extended in full colour, classroom activities are thematically organised in distinctive 'Stagecraft', 'Write about it', 'Language in the play', 'Characters' and 'Themes' features. Extended glossaries are aligned with the play text for easy reference. Expanded endnotes include extensive essay-writing guidance for 'Othello' and Shakespeare. Includes rich, exciting colour photos of performances of 'Othello' from around the world."
906,9780747594802,The Graveyard Book,['Neil Gaiman'],2009,"When a baby escapes a murderer intent on killing the entire family, who would have thought it would find safety and security in the local graveyard? Bod has an eccentric childhood learning about life from the dead. But for Bod there is also the danger of the murderer still looking for him - after all, he is the last remaining member of the family. A stunningly original novel deftly constructed over eight chapters, featuring every second year of Bod's life, from babyhood to adolescence. Will Bod survive to be a man?"
907,9781927173558,Environmental Science,"['Tracey Greenwood', 'Kent Pryor', 'Lisa Bainbridge-Smith', 'Richard Allan']",2013,"""Environmental Science introduces students to the Earth's physical and biological systems, and the interactions of humans with these. This revision introduces new content and aligns the workbook to its supporting digital resources. Content developments include updates on the Gulf of Mexico oil spill and the Fukushima Daiichi nuclear disaster, and in-depth coverage of energy extraction issues, pollution, and the wider environmental implications of urban development. The ideal companion to both the APES curriculum and the IB Environmental Systems and Societies""--Back cover."
908,9781927173930,IB Biology Student Workbook,"['Tracey Greenwood', 'Lissa Bainbridge-Smith', 'Kent Pryor', 'Richard Allan']",2014-10-02,
909,9780732965723,Kookoo Seikatsu,['Keiko Aitchison'],2000,This solutions manual contains solutions to all the exercises in Kookoo Seikatsu Books 1and 2 (second edition).Kookoo Seikatsu is a popular series written to suit the study design for VCE Japanese.
910,9780521796460,Ancient Greece,['Pamela Bradley'],2000-11-07,"This book presents, in an innovative and effective way, a detailed coverage of Greek history from the period of colonisation through to the death of Alexander the Great. A prologue introduces the reader to the various types of source material used by historians, and wherever possible the most relevant examples of this - both written and archaeological - have been provided or referred to, giving the benefit of firsthand contact with the sources. The text would be used most effectively in conjunction with the most recent publication of the written sources. The book contains many photographs, maps and diagrams, and includes time lines, summaries, mapping exercises and study questions through which the reader comes to grip with the major issues. This is not only an excellent preparation for examinations in Ancient History, but also a very readable and entertaining account of the main periods in the history of ancient Greece."
911,9780732965723,Kookoo Seikatsu,['Keiko Aitchison'],2000,This solutions manual contains solutions to all the exercises in Kookoo Seikatsu Books 1and 2 (second edition).Kookoo Seikatsu is a popular series written to suit the study design for VCE Japanese.
912,9781488611247,Heinemann Chemistry 1,['C. Commons'],2016,
